id,method,partisan,survey_houses,date,moe,type,n,state,dem,gop,lib,undecided,gap,weight
26007,Live Phone,false,Selzer & Co.,Tue Oct 04 2016 07:00:00 GMT-0500 (CDT),3.9,likely voters,642,IA,0.39,0.43,0.06,0.12,-0.03999999999999998,64.64588303689962
26005,Internet,false,CVOTER International,Sat Oct 01 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1257,US,0.47,0.47,-1,0.06000000000000005,0,70.970090846671
25999,Live Phone,false,SSRS|Hampton University,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),4.37,likely voters,800,VA,0.46,0.34,-1,0.2,0.12,65.94369483895977
25998,Live Phone,false,Anderson Robbins Research|Shaw & Company Research,Tue Oct 04 2016 07:00:00 GMT-0500 (CDT),3,likely voters,896,US,0.44,0.42,0.06,0.08000000000000007,0.020000000000000018,68.40225326479644
25995,Live Phone,false,Quinnipiac University,Wed Oct 05 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1064,US,0.45158057451,0.39841942549000003,0.06,0.09000000000000002,0.04999999999999999,70.08463742374363
25993,IVR/Online,false,Rasmussen Reports,Tue Oct 04 2016 19:00:00 GMT-0500 (CDT),2.5,likely voters,1500,US,0.44490829109999996,0.4050917089,0.07,0.08000000000000007,0.010000000000000009,72.61683763179614
25991,Live Phone,true,Strategies 360,Fri Sep 30 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,WA,0.47,0.31,0.1,0.12000000000000002,0.15999999999999998,31.06308581128504
25989,IVR/Online,true,Public Policy Polling (D),Wed Oct 05 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,782,OH,0.44,0.43,0.05,0.06,0.010000000000000009,33.37818744721986
25988,Live Phone,false,Western New England College,Wed Sep 28 2016 07:00:00 GMT-0500 (CDT),5,likely voters,403,MA,0.5811791092199999,0.25882089078000003,0.07,0.04,0.31999999999999995,59.9107371049373
25987,Live Phone,false,Princeton Survey Research Associates International,Sun Sep 25 2016 07:00:00 GMT-0500 (CDT),3.7,registered voters,1000,TN,0.33,0.44,0.07,0.15999999999999992,-0.10999999999999999,51.91857072398759
25986,IVR/Live Phone,true,OH Predictive Insights (R),Wed Sep 28 2016 19:00:00 GMT-0500 (CDT),3.66,likely voters,718,AZ,0.42,0.42,0.05,0.09,0,32.079589236521045
25985,Live Phone,true,Anzalone Liszt Grove Research,Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),3.46,likely voters,800,OH,0.43139111757,0.42860888243,0.08,0.04,0.020000000000000018,33.09540707046185
25984,Live Phone,false,EPIC-MRA,Sat Oct 01 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,600,MI,0.46,0.36,0.02,0.16,0.10000000000000003,64.10629729894855
25983,Live Phone,false,Suffolk University,Mon Oct 03 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,NH,0.43767896891,0.42232103108999997,0.05,0.07,0.020000000000000018,62.05613069418221
25982,Live Phone,false,Public Religion Research Institute,Fri Sep 23 2016 07:00:00 GMT-0500 (CDT),5,likely voters,461,US,0.43,0.43,0.02,0.12000000000000006,0,59.83663051356294
25981,Live Phone,false,Public Religion Research Institute,Tue Aug 02 2016 07:00:00 GMT-0500 (CDT),5,registered voters,1803,US,0.48,0.36,0.02,0.14000000000000004,0.12,54.85633110963705
25980,Live Phone,false,Public Religion Research Institute,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),5,likely voters,609,US,0.47,0.41,0.03,0.09000000000000005,0.06,62.5528618745281
25977,Live Phone,false,Middle Tennessee State University|Issues and Answers Network Inc.,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),4,likely voters,472,TN,0.36,0.48,0.04,0.12000000000000002,-0.12,60.70107537381546
25976,Live Phone,false,Washington Post|Abt SRBI|University of Maryland,Wed Sep 28 2016 07:00:00 GMT-0500 (CDT),4,likely voters,706,MD,0.63,0.27,0.04,0.05999999999999997,0.36,65.39667597472214
25975,Live Phone,true,Garin-Hart-Yang (D),Wed Sep 14 2016 19:00:00 GMT-0500 (CDT),5,likely voters,500,WV,0.28,0.6,-1,0.12,-0.31999999999999995,31.073040492110955
25974,Live Phone,false,University of North Florida,Fri Sep 30 2016 07:00:00 GMT-0500 (CDT),5,likely voters,686,FL,0.41,0.38,0.06,0.15000000000000008,0.02999999999999997,65.50130847158317
25972,IVR/Online,false,SurveyUSA,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),4.1,likely voters,594,NM,0.46,0.33,0.14,0.03,0.13,64.37488526399795
25969,Live Phone,false,Monmouth University,Sun Oct 02 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,405,OH,0.43910575688,0.42089424312,0.05,0.06,0.020000000000000018,60.72892420671101
25967,IVR/Online,false,Rasmussen Reports,Fri Sep 30 2016 19:00:00 GMT-0500 (CDT),2.5,likely voters,1500,US,0.43490829109999996,0.3950917089,0.09,0.08000000000000011,0.010000000000000009,72.61683763179614
25961,Live Phone,false,Fairleigh Dickinson|SSRS,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),5,likely voters,385,US,0.45,0.36,0.11,0.08000000000000006,0.09000000000000002,59.007403899015486
25960,Internet,false,Ipsos,Fri Sep 30 2016 19:00:00 GMT-0500 (CDT),3.2,likely voters,1239,US,0.42,0.36,0.08,0.14000000000000007,0.06,71.50852859272389
25959,Live Phone,false,Research & Polling,Tue Sep 27 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,501,NM,0.35,0.31,0.24,0.06,0.03999999999999998,60.648397464390584
25958,Live Phone,true,Peter Hart (D),Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),3.8,registered voters,700,NV,0.44,0.41,0.09,0.06000000000000008,0.030000000000000027,24.566551256412765
25957,IVR/Online,false,SurveyUSA,Fri Sep 30 2016 19:00:00 GMT-0500 (CDT),3.9,likely voters,656,NC,0.46,0.44,0.05,0.06,0.020000000000000018,65.37556695744576
25955,Live Phone,false,Southern Illinois University|Customer Research International,Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),3.3,likely voters,865,IL,0.53,0.28,0.05,0.13999999999999996,0.25,65.97630610840719
25954,Live Phone,true,Hoffman Research Group,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),4,likely voters,605,OR,0.45,0.33,0.08,0.11,0.12,31.905923373335078
25951,Live Phone,false,Monmouth University,Sat Oct 01 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,402,PA,0.49910575688,0.40089424312000005,0.05,0.02,0.09999999999999998,60.653719886576354
25951,Live Phone,false,Monmouth University,Sat Oct 01 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,402,PA,0.49910575688,0.40089424312000005,0.05,0.02,0.09999999999999998,60.653719886576354
25950,Live Phone,false,Elon University,Wed Sep 28 2016 07:00:00 GMT-0500 (CDT),3.81,likely voters,660,NC,0.45,0.39,0.09,0.05,0.06,64.98190092263984
25896,Live Phone/Online,false,Franklin & Marshall College,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),6.1,likely voters,496,PA,0.47,0.38,0.05,0.10000000000000002,0.08999999999999997,62.1193854625021
25895,Internet,false,SurveyMonkey,Wed Sep 28 2016 19:00:00 GMT-0500 (CDT),1,likely voters,26925,US,0.46,0.4,0.09,0.05000000000000002,0.06,100.72361116218795
25894,Live Phone,false,SSRS,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),4,likely voters,1217,US,0.45,0.41,0.08,0.060000000000000074,0.040000000000000036,69.30710223390561
25893,Internet,false,YouGov,Sat Oct 01 2016 19:00:00 GMT-0500 (CDT),5,registered voters,1055,US,0.41901514411,0.41098485589,0.05,0.12000000000000004,0.02999999999999997,51.99699447305108
25892,Live Phone,true,Keating Research,Tue Sep 27 2016 19:00:00 GMT-0500 (CDT),4,likely voters,602,CO,0.44,0.33,0.1,0.06,0.10999999999999999,31.97038521135853
25891,Live Phone,false,Princeton Survey Research Associates International|University of Delaware,Wed Sep 21 2016 19:00:00 GMT-0500 (CDT),4.1,likely voters,762,DE,0.51,0.3,0.07,0.12,0.21000000000000002,65.61424412183499
25876,Live Phone,false,Opinion Research Corporation,Thu Sep 29 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1213,US,0.47,0.42,0.07,0.040000000000000036,0.04999999999999999,71.0085190894405
25851,Internet,false,Ipsos,Sun Sep 18 2016 19:00:00 GMT-0500 (CDT),5,likely voters,802,AZ,0.44,0.46,-1,0.10000000000000003,-0.020000000000000018,67.14143169755121
25845,Live Phone,false,Quinnipiac University,Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),4.2,likely voters,535,PA,0.45158057451,0.40841942549,0.05,0.09000000000000007,0.040000000000000036,63.17124975600805
25844,Live Phone,false,Quinnipiac University,Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),4.4,likely voters,507,NC,0.46158057451,0.42841942549,0.07,0.040000000000000036,0.030000000000000027,62.63070959384339
25843,Live Phone,false,Quinnipiac University,Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),4.4,likely voters,497,OH,0.42158057451,0.46841942549,0.06,0.0500000000000001,-0.04999999999999999,62.43039446947939
25842,Live Phone,false,Quinnipiac University,Thu Sep 29 2016 07:00:00 GMT-0500 (CDT),4.2,likely voters,545,FL,0.46158057451,0.40841942549,0.05,0.08000000000000006,0.050000000000000044,63.35746779463649
25839,Live Phone,false,Monmouth University,Fri Sep 30 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,400,CO,0.48910575687999996,0.38089424312000003,0.07,0.03,0.10999999999999999,60.603271231060965
25828,Live Phone,false,Christopher Newport University,Wed Sep 28 2016 07:00:00 GMT-0500 (CDT),3.7,likely voters,892,VA,0.41882727324999997,0.35117272675,0.12,0.01,0.07,67.70129266242225
25827,Internet,false,Morning Consult,Fri Sep 30 2016 19:00:00 GMT-0500 (CDT),2,likely voters,1778,US,0.42,0.36,0.09,0.1300000000000001,0.06,73.00555548951817
25826,Live Phone,false,Victory Research,Thu Sep 22 2016 07:00:00 GMT-0500 (CDT),2.83,likely voters,1200,IL,0.49,0.35,0.04,0.12000000000000002,0.14,69.16986390921201
25824,Internet,false,CVOTER International,Sat Sep 24 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1234,US,0.47,0.49,-1,0.040000000000000036,-0.020000000000000018,70.78644227326255
25823,Live Phone,false,Stockton Polling Institute,Sun Sep 25 2016 07:00:00 GMT-0500 (CDT),3.9,likely voters,638,NJ,0.46,0.4,-1,0.14,0.06,63.00670507327641
25820,Live Phone,true,GBA Strategies,Sun Sep 25 2016 19:00:00 GMT-0500 (CDT),4,likely voters,600,NH,0.43,0.37,0.11,0.02,0.06,31.93166765605959
25819,Live Phone,false,Anderson Robbins Research|Shaw & Company Research,Tue Sep 27 2016 19:00:00 GMT-0500 (CDT),3,likely voters,911,US,0.43,0.4,0.08,0.09000000000000004,0.02999999999999997,68.56931082427751
25816,Internet,true,Echelon Insights (R),Mon Sep 26 2016 07:00:00 GMT-0500 (CDT),5,likely voters,1529,US,0.44,0.39,0.06,0.07,0.04999999999999999,35.766818319021326
25815,Live Phone,false,Suffolk University,Tue Sep 27 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,NV,0.43767896891,0.38232103109,0.07,0.05,0.06,62.05613069418221
25814,IVR/Online,false,Opinion Savvy,Wed Sep 28 2016 07:00:00 GMT-0500 (CDT),4,likely voters,619,FL,0.46771066785,0.46228933215,0.04,0.01,0.009999999999999953,63.528107957604675
25813,Live Phone,false,Glengariff Group,Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),4,likely voters,600,MI,0.42,0.35,0.09,0.1400000000000001,0.07,63.825621101772576
25811,Live Phone,false,Mason-Dixon,Tue Sep 27 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,820,FL,0.46465456188000004,0.41534543811999997,0.07,0.04,0.040000000000000036,67.23777290952235
25810,Live Phone,false,MassINC,Tue Sep 27 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,502,NH,0.42,0.35,0.13,0.10000000000000009,0.07,62.386647464824684
25809,IVR/Online,false,SurveyUSA,Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.6,likely voters,732,CA,0.59,0.33,0.03,0.03,0.25999999999999995,66.48045040173776
25805,Live Phone,false,Franklin Pierce College|RKM Research and Communications,Mon Sep 19 2016 19:00:00 GMT-0500 (CDT),3.1,likely voters,1017,US,0.45,0.43,0.06,0.06000000000000005,0.020000000000000018,68.4450541411087
25804,IVR/Online,true,Public Policy Polling (D),Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.2,likely voters,933,US,0.44,0.4,0.06,0.06,0.03999999999999998,34.26276607995237
25802,Live Phone,false,Winthrop University,Wed Sep 21 2016 19:00:00 GMT-0500 (CDT),4.5,likely voters,475,SC,0.38,0.42,0.06,0.07,-0.03999999999999998,60.12849452823209
25801,IVR/Online,false,Rasmussen Reports,Mon Sep 26 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1500,US,0.43490829109999996,0.3950917089,0.07,0.10000000000000009,0.010000000000000009,72.61683763179614
25799,IVR/Online,true,Public Policy Polling (D),Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.4,likely voters,811,VA,0.46,0.4,0.07,0.05,0.06,33.5606306936209
25798,IVR/Online,true,Public Policy Polling (D),Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.3,likely voters,886,PA,0.45,0.39,0.06,0.08,0.06,34.00379013817676
25797,IVR/Online,true,Public Policy Polling (D),Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.3,likely voters,861,NC,0.44,0.42,0.07,0.07,0.020000000000000018,33.86038182158723
25796,IVR/Online,true,Public Policy Polling (D),Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.4,likely voters,826,FL,0.45,0.43,0.03,0.08,0.020000000000000018,33.65245387191516
25795,IVR/Online,true,Public Policy Polling (D),Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.7,likely voters,694,CO,0.46,0.4,0.06,0.06,0.06,32.78003858848787
25794,Internet,false,Ipsos,Tue Sep 27 2016 07:00:00 GMT-0500 (CDT),3.1,likely voters,1336,US,0.42,0.38,-1,0.20000000000000007,0.03999999999999998,72.2653305878927
25788,Internet,false,Ipsos,Fri Sep 23 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,1041,US,0.42,0.38,0.07,0.13000000000000006,0.03999999999999998,69.76026104653454
25788,Internet,false,Ipsos,Fri Sep 23 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,1041,US,0.42,0.38,0.07,0.13000000000000006,0.03999999999999998,69.76026104653454
25787,Internet,false,Morning Consult,Mon Sep 26 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1253,US,0.41,0.38,0.08,0.13000000000000006,0.02999999999999997,69.59150399253525
25745,Live Phone,false,American Research Group,Thu Sep 22 2016 07:00:00 GMT-0500 (CDT),4.2,registered voters,522,NH,0.46,0.42,0.06,0.05,0.040000000000000036,46.55952672871953
25739,Live Phone/Online,false,TargetSmart,Sun Sep 18 2016 07:00:00 GMT-0500 (CDT),5,likely voters,652,OH,0.4,0.37,0.08,0.14999999999999997,0.030000000000000027,63.21846869308753
25727,Internet,false,CVOTER International,Sun Sep 18 2016 07:00:00 GMT-0500 (CDT),5,likely voters,558,AL,0.36,0.58,-1,0.06000000000000005,-0.21999999999999997,62.89376952038317
25726,Live Phone,false,The Meredith College Poll,Mon Sep 19 2016 19:00:00 GMT-0500 (CDT),4.43,registered voters,487,NC,0.38,0.35,0.06,0.21000000000000005,0.030000000000000027,45.2789226205573
25725,Live Phone,true,Cherry Communications,Sat Sep 17 2016 07:00:00 GMT-0500 (CDT),4,likely voters,617,FL,0.43,0.41,0.08,0.05,0.020000000000000018,31.837805798352584
25723,Live Phone,false,Mercyhurst Center for Applied Politics,Sat Sep 17 2016 07:00:00 GMT-0500 (CDT),4.8,registered voters,420,PA,0.42,0.41,0.04,0.1300000000000001,0.010000000000000009,44.19595224777651
25722,Internet,false,YouGov|UMass,Sat Sep 17 2016 07:00:00 GMT-0500 (CDT),4.3,likely voters,700,MA,0.467007572055,0.342992427945,0.09,0.1,0.12999999999999995,64.5742472254448
25721,Live Phone,true,Victory Phones Live|Data Orbital (R),Tue Sep 20 2016 19:00:00 GMT-0500 (CDT),4.12,likely voters,550,AZ,0.38,0.4,0.09,0.11,-0.020000000000000018,30.7793694407405
25719,Internet,false,SurveyMonkey,Wed Sep 21 2016 19:00:00 GMT-0500 (CDT),1.1,likely voters,13598,US,0.45,0.4,0.1,0.05000000000000002,0.04999999999999999,93.97830672952836
25682,IVR/Live Phone,true,JMC Enterprises,Thu Sep 22 2016 19:00:00 GMT-0500 (CDT),3.3,likely voters,905,LA,0.35,0.45,0.06,0.13,-0.10000000000000003,33.20866222368286
25669,Live Phone,false,Monmouth University,Fri Sep 23 2016 07:00:00 GMT-0500 (CDT),3.6,likely voters,729,US,0.45910575688,0.42089424312,0.08,0.02,0.040000000000000036,66.67434780038948
25664,Internet,false,CVOTER International,Sat Sep 17 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1073,US,0.49,0.46,-1,0.04999999999999999,0.02999999999999997,69.39615056697095
25661,Live Phone,false,Loras College,Tue Sep 20 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,491,IA,0.37438772917,0.38561227083,0.09,0.15,0,61.642871849727584
25658,IVR/Online,false,SurveyUSA,Sat Sep 17 2016 19:00:00 GMT-0500 (CDT),4,likely voters,625,MN,0.46,0.39,0.06,0.06,0.07,64.88763965736726
25657,IVR/Live Phone,true,Landmark Communications,Wed Sep 21 2016 07:00:00 GMT-0500 (CDT),4,likely voters,600,GA,0.42979026556,0.47020973443999997,0.06,0.05,-0.03999999999999998,31.971959256532283
25656,Live Phone,false,High Point University,Mon Sep 19 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,404,NC,0.43,0.42,0.1,0.05000000000000007,0.010000000000000009,60.17095267938362
25654,Live Phone,false,Christopher Newport University,Sun Sep 18 2016 19:00:00 GMT-0500 (CDT),3.9,likely voters,1003,VA,0.38882727325,0.33117272675000003,0.15,0.01,0.06,68.87011026213663
25653,Live Phone,false,Quinnipiac University,Fri Sep 23 2016 07:00:00 GMT-0500 (CDT),2.9,likely voters,1115,US,0.44158057451,0.42841942549,0.08,0.050000000000000065,0.010000000000000009,70.55542539652747
25653,Live Phone,false,Quinnipiac University,Fri Sep 23 2016 07:00:00 GMT-0500 (CDT),2.9,likely voters,1115,US,0.44158057451,0.42841942549,0.08,0.050000000000000065,0.010000000000000009,70.55542539652747
25652,Live Phone,false,Opinion Research Corporation,Thu Sep 22 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,771,PA,0.45,0.44,0.06,0.050000000000000044,0.010000000000000009,66.4768837356333
25651,Live Phone,false,Opinion Research Corporation,Thu Sep 22 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,784,CO,0.41,0.42,0.13,0.04000000000000009,-0.010000000000000009,66.64409020350408
25650,Live Phone,false,Selzer & Co.,Thu Sep 22 2016 07:00:00 GMT-0500 (CDT),5,likely voters,1002,US,0.41,0.43,0.08,0.08000000000000008,-0.020000000000000018,69.0975328164481
25649,Internet,false,YouGov,Thu Sep 22 2016 19:00:00 GMT-0500 (CDT),3.8,registered voters,948,US,0.42901514411,0.42098485588999995,0.05,0.10000000000000007,0.030000000000000027,51.19820085506623
25648,Live Phone,false,University of New Hampshire,Sat Sep 17 2016 19:00:00 GMT-0500 (CDT),4.3,likely voters,513,ME,0.38841179848,0.37158820152,0.12,0.07,0.040000000000000036,62.51747024577261
25647,Internet,false,YouGov,Wed Sep 21 2016 19:00:00 GMT-0500 (CDT),3.3,likely voters,1237,VA,0.43901514411000003,0.38098485589,-1,0.18000000000000005,0.08000000000000002,70.91432481062787
25646,Internet,false,YouGov,Wed Sep 21 2016 19:00:00 GMT-0500 (CDT),3.9,likely voters,1087,MO,0.35901514411,0.47098485589,-1,0.17,-0.09000000000000002,69.62691689637991
25645,Internet,false,YouGov,Wed Sep 21 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,991,CO,0.38901514411000004,0.40098485589,-1,0.20999999999999996,0.010000000000000009,68.70606070037984
25644,Internet,false,Morning Consult,Thu Sep 22 2016 19:00:00 GMT-0500 (CDT),2,likely voters,1712,US,0.38,0.39,0.09,0.13999999999999999,-0.010000000000000009,72.63652158826582
25643,Live Phone,false,ABC News|Washington Post|Langer Research Associates|SSRS,Tue Sep 20 2016 07:00:00 GMT-0500 (CDT),4.5,likely voters,651,US,0.46,0.44,0.05,0.050000000000000024,0.020000000000000018,64.32777531013049
25642,Live Phone,false,Muhlenberg College,Tue Sep 20 2016 19:00:00 GMT-0500 (CDT),5,likely voters,486,PA,0.4,0.38,0.08,0.13999999999999996,0.020000000000000018,62.246115207239754
25640,Live Phone,true,Greenberg Quinlan Rosner Research (D),Wed Sep 14 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,400,PA,0.46,0.38,0.08,0.03,0.08000000000000002,29.957322735539908
25639,Live Phone,true,Greenberg Quinlan Rosner Research (D),Wed Sep 14 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,400,OH,0.39,0.41,0.11,0.04,-0.019999999999999962,29.957322735539908
25638,Live Phone,true,Greenberg Quinlan Rosner Research (D),Wed Sep 14 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,400,NV,0.42,0.42,0.07,0.04,0,29.957322735539908
25637,Live Phone,true,Greenberg Quinlan Rosner Research (D),Wed Sep 14 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,400,NC,0.44,0.4,0.09,0.02,0.03999999999999998,29.957322735539908
25632,Live Phone,false,Public Policy Institute of California|Abt SRBI,Tue Sep 13 2016 07:00:00 GMT-0500 (CDT),4.5,likely voters,1045,CA,0.47,0.31,0.1,0.12000000000000002,0.15999999999999998,69.95088500906166
25631,Internet,false,Gfk,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),5,likely voters,1251,US,0.45,0.39,0.09,0.07000000000000003,0.06,69.5759195332513
25630,Live Phone,false,Marist College,Sat Sep 17 2016 07:00:00 GMT-0500 (CDT),3.6,likely voters,758,US,0.45170895636,0.38829104364,0.1,0.02,0.06,66.81127330451335
25629,Internet,false,Insights West,Mon Sep 12 2016 19:00:00 GMT-0500 (CDT),4.3,likely voters,515,CA,0.57,0.3,0.02,0.09,0.26999999999999996,60.917277026665595
25627,Internet,false,Insights West,Mon Sep 12 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,505,WA,0.38,0.28,0.14,0.14,0.09999999999999998,60.72597933993845
25626,Internet,false,Insights West,Mon Sep 12 2016 19:00:00 GMT-0500 (CDT),4.5,likely voters,484,AZ,0.33,0.37,0.08,0.19,-0.03999999999999998,60.31161319931954
25625,Live Phone,false,Goucher College,Sun Sep 18 2016 07:00:00 GMT-0500 (CDT),4.3,likely voters,514,MD,0.58,0.25,0.06,0.08,0.32999999999999996,60.89831517533732
25624,Live Phone,false,Quinnipiac University,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),3.8,likely voters,659,VA,0.45158057451,0.38841942549,0.08,0.08000000000000003,0.06,65.26738421252915
25623,Live Phone,false,Quinnipiac University,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),4,likely voters,612,IA,0.37158057451,0.43841942549,0.1,0.09,-0.07,64.52336616179278
25622,Live Phone,false,Quinnipiac University,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),3.9,likely voters,644,CO,0.44158057451,0.41841942549,0.1,0.04000000000000006,0.020000000000000018,65.0358585577768
25621,Live Phone,false,Quinnipiac University,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),3.9,likely voters,638,GA,0.40158057451,0.46841942549,0.09,0.04000000000000001,-0.06999999999999995,64.94173475004715
25618,Live Phone,false,Suffolk University,Mon Sep 19 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,FL,0.43767896891,0.45232103109,0.03,0.07,-0.010000000000000009,62.05613069418221
25617,Internet,false,Icitizen,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),3,registered voters,1000,US,0.42,0.37,0.05,0.08,0.04999999999999999,50.543368954163824
25616,Live Phone/Online,false,Franklin & Marshall College|Colorado Mesa University,Thu Sep 15 2016 19:00:00 GMT-0500 (CDT),6.3,likely voters,350,CO,0.41,0.34,0.12,0.13000000000000006,0.06999999999999995,57.88485375400559
25614,IVR/Online,false,Rasmussen Reports,Tue Sep 20 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1000,US,0.40490829110000004,0.42509170890000003,0.08,0.08999999999999998,-0.04999999999999999,68.59075987638968
25613,Live Phone,false,Roanoke College,Thu Sep 15 2016 07:00:00 GMT-0500 (CDT),3.4,likely voters,841,VA,0.44,0.37,0.08,0.09,0.07,66.77869887994775
25612,Live Phone,false,Pew Research Center|Abt SRBI,Mon Aug 29 2016 07:00:00 GMT-0500 (CDT),2.6,registered voters,3941,US,0.45,0.38,0.1,0.07000000000000003,0.07,62.35223492341143
25611,Live Phone,false,Siena College,Sat Sep 17 2016 07:00:00 GMT-0500 (CDT),3.6,likely voters,782,NC,0.41,0.41,0.11,0.0700000000000001,0,67.17800879298333
25610,Live Phone,false,Braun Research|Anderson Robbins Research|Shaw & Company Research,Sun Sep 18 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,704,NV,0.39925543785,0.43074456215,0.08,0.08999999999999998,-0.02999999999999997,65.71809448776484
25609,Live Phone,false,Braun Research|Anderson Robbins Research|Shaw & Company Research,Sun Sep 18 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,737,OH,0.36925543785,0.42074456215,0.06,0.15000000000000002,-0.04999999999999999,66.17724000921103
25608,Live Phone,false,Braun Research|Anderson Robbins Research|Shaw & Company Research,Sun Sep 18 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,734,NC,0.39925543785,0.45074456215,0.06,0.08999999999999997,-0.04999999999999999,66.136357867517
25607,Live Phone,false,Hart Research (D)|Public Opinion Strategies (R),Sat Sep 17 2016 07:00:00 GMT-0500 (CDT),3.23,likely voters,922,US,0.43,0.37,0.09,0.11000000000000007,0.06,68.26545223556595
25605,Live Phone,false,Southern Media & Opinion Research,Thu Sep 15 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,LA,0.33,0.49,0.08,0.09999999999999992,-0.15999999999999998,61.93000808587912
25604,Live Phone,false,American Research Group,Sun Sep 18 2016 07:00:00 GMT-0500 (CDT),3.2,registered voters,990,US,0.47,0.44,-1,0.05,0.02999999999999997,51.32165829458593
25602,Live Phone,true,DFM Research,Thu Sep 08 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,402,WY,0.18605720639,0.5439427936100001,0.1,0.17,-0.35000000000000003,29.892611730580505
25601,Live Phone,false,Marquette,Fri Sep 16 2016 07:00:00 GMT-0500 (CDT),4.8,likely voters,642,WI,0.44,0.42,0.01,0.13000000000000006,0.020000000000000018,65.01535500409399
25600,Internet,false,Saint Leo University Polling Institute,Mon Sep 12 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1005,US,0.46,0.41,0.09,0.04000000000000006,0.050000000000000044,68.6114843056773
25599,Internet,false,Saint Leo University Polling Institute,Mon Sep 12 2016 19:00:00 GMT-0500 (CDT),4.5,likely voters,475,FL,0.49,0.44,0.06,0.010000000000000009,0.04999999999999999,61.17313893037353
25596,Live Phone,false,Monmouth University,Sun Sep 18 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,400,NH,0.46910575687999995,0.38089424312000003,0.1,0.03,0.08999999999999997,60.603271231060965
25593,Internet,false,Ipsos,Fri Sep 16 2016 19:00:00 GMT-0500 (CDT),3.4,likely voters,1111,US,0.37,0.39,0.07,0.17,-0.020000000000000018,70.41367925145215
