id,method,partisan,survey_houses,date,moe,type,n,state,dem,gop,lib,undecided,gap,weight
16097,Live Phone,true,The Mellman Group (D),Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),3.46,likely voters,800,VA,0.44859180331000004,0.46140819669,-1,0.08,0.010000000000000009,4.993171639600029
16092,Automated Phone,false,Rasmussen Reports,Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,CT,0.5349082911,0.43509170890000004,-1,0.02,0.07,9.929529507955671
16079,Automated Phone,true,Pulse Opinion Research,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1000,WI,0.5149082911,0.45509170889999995,-1,0.02,0.030000000000000027,4.9647647539778355
16075,Live Phone,true,The Mellman Group (D),Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),3.4,likely voters,800,FL,0.45859180331,0.48140819668999996,-1,0.06,0,4.993171639600029
16074,Automated Phone,true,Public Policy Polling (D),Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),2.7,likely voters,1300,US,0.48,0.48,-1,0.04,0,5.010344528239843
16073,Automated Phone,false,Rasmussen Reports,Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,MN,0.5249082911,0.44509170890000005,-1,0.01,0.04999999999999999,9.929529507955671
16072,Automated Phone,true,Public Policy Polling (D),Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),2.8,likely voters,1200,US,0.47,0.49,-1,0.04,-0.020000000000000018,5.010344528239843
16070,Live Phone,false,American Research Group,Sat Oct 20 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,NH,0.47,0.49,-1,0.03,-0.020000000000000018,9.920528391734432
16069,Live Phone,false,American Research Group,Sat Oct 20 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,NV,0.49,0.47,-1,0.03,0.020000000000000018,9.920528391734432
16066,Internet,false,YouGov,Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),5,likely voters,803,US,0.46901514411,0.47098485589,-1,0.02,0.019999999999999962,9.959255504555045
16064,Live Phone,false,Essman Research,Sat Oct 13 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,ND,0.32,0.57,-1,0.1,-0.24999999999999994,9.75586943715266
16063,IVR/Online,false,SurveyUSA,Fri Oct 19 2012 19:00:00 GMT-0500 (CDT),4.2,likely voters,575,CT,0.53,0.4,-1,0.04,0.13,10.07923933505949
16062,Live Phone,false,Washington Post|TNS,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),4,likely voters,843,MD,0.6,0.36,-1,0.02,0.24,9.929409518977069
16060,Automated Phone,false,Rasmussen Reports,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,ND,0.41490829110000005,0.5250917089,-1,0.04,-0.14,9.929529507955671
16057,Live Phone,false,CBS News,Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),4,likely voters,790,US,0.47855787634999997,0.46144212365000004,-1,0.04,0.019999999999999962,10.02896167112044
16051,Live Phone,false,Strategies 360,Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,WA,0.52,0.39,-1,0.04,0.13,9.996796360874809
16050,Live Phone,false,University of New Hampshire,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),3.5,likely voters,773,NH,0.49841179848,0.43158820152,-1,0.05,0.09000000000000002,10.018382487715456
16045,Automated Phone,false,Gravis Marketing,Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),3.3,likely voters,887,PA,0.48559266329,0.44440733671,-1,0.06,0.02999999999999997,9.95467557898291
16042,Live Phone,true,Wenzel Strategies,Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),3.07,likely voters,1000,VA,0.48233279228,0.47766720772,-1,0.03,-0.020000000000000018,4.9373402476826875
16041,Internet,false,Angus Reid,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),5,likely voters,482,FL,0.46838045239000003,0.50161954761,-1,0.030000000000000027,-0.04999999999999999,10.02013522479367
16038,Live Phone,false,TIPP,Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),3.5,likely voters,885,US,0.47246591686999995,0.42753408313,-1,0.07,0.03999999999999998,10.036335904618687
16035,Live Phone,false,Suffolk University,Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),5,likely voters,600,OH,0.46767896891,0.47232103108999995,0.01,0.03,0,9.98552599156453
16034,Automated Phone,true,Kimball Political Consulting,Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),3.48,likely voters,761,MA,0.5545283174500001,0.38547168255,-1,0.06,0.16000000000000003,4.959548230777816
16033,Automated Phone,true,Pulse Opinion Research,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1000,OH,0.4749082911,0.45509170889999995,-1,0.04,-0.009999999999999953,4.9647647539778355
16030,Automated Phone,true,Pulse Opinion Research,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1000,VA,0.4849082911,0.44509170890000005,-1,0.03,0.009999999999999953,4.9647647539778355
16029,Automated Phone,true,Pulse Opinion Research,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1000,PA,0.4949082911,0.42509170890000003,-1,0.05,0.03999999999999998,4.9647647539778355
16028,Automated Phone,false,Rasmussen Reports,Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,IA,0.4949082911,0.46509170889999996,-1,0.02,0,9.929529507955671
16026,Live Phone,false,Gallup Poll,Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),2,likely voters,2700,US,0.45336832464,0.50663167536,-1,0.040000000000000036,-0.06,9.990508171193284
16025,Live Phone,false,American Research Group,Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),3,likely voters,1200,US,0.47,0.49,-1,0.03,-0.020000000000000018,9.920528391734432
16024,Live Phone,true,Greenberg Quinlan Rosner Research (D),Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),3.1,likely voters,1000,US,0.49,0.46,-1,0.01,0.02999999999999997,5
16023,IVR/Live Phone,false,SurveyUSA|Braun Research|Monmouth University,Fri Oct 19 2012 07:00:00 GMT-0500 (CDT),2.6,likely voters,1402,US,0.44997291599666667,0.4800270840033333,-1,0.05,-0.02999999999999997,10.046066142507705
16022,Automated Phone,false,Rasmussen Reports,Sat Oct 20 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,CO,0.4749082911,0.4850917089,-1,0.01,-0.03999999999999998,9.929529507955671
16021,Internet,false,Angus Reid,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),5,likely voters,469,WI,0.51838045239,0.45161954761,-1,0.029999999999999975,0.04999999999999999,10.02013522479367
16018,Internet,false,Angus Reid,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),5,likely voters,511,PA,0.52838045239,0.41161954760999997,-1,0.06,0.10000000000000003,10.02013522479367
16016,Automated Phone,false,Rasmussen Reports,Fri Oct 19 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1500,US,0.4849082911,0.47509170889999996,-1,0.02,-0.020000000000000018,9.929529507955671
16015,Live Phone,false,Muhlenberg College,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),5,likely voters,444,PA,0.5,0.45,-1,0.03,0.04999999999999999,10.062078243975012
16014,Live Phone,false,Quinnipiac University|CBS News,Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),3,likely voters,1548,OH,0.5,0.45,-1,0.03,0.04999999999999999,10.042215430741244
16013,Live Phone,false,JZ Analytics,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),3.5,likely voters,800,US,0.50298716426,0.46701283573999997,-1,0.03,0.030000000000000027,9.87976721476938
16012,Live Phone,false,Tarrance Group and Lake Research Partners,Mon Oct 15 2012 19:00:00 GMT-0500 (CDT),3.1,likely voters,1000,US,0.47,0.49,-1,0.04,-0.020000000000000018,9.75586943715266
16010,Automated Phone,true,Public Policy Polling (D),Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),3.8,likely voters,660,IA,0.49,0.48,-1,0.03,0.010000000000000009,5.010344528239843
16009,Automated Phone,true,Public Policy Polling (D),Fri Oct 19 2012 19:00:00 GMT-0500 (CDT),4.1,likely voters,582,MO,0.46,0.52,-1,0.02,-0.06,5.010344528239843
16008,Internet,false,Angus Reid,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),4.2,likely voters,502,OH,0.48838045239,0.47161954760999997,-1,0.040000000000000036,0,10.02013522479367
16007,Internet,false,Angus Reid,Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),4.2,likely voters,513,MI,0.52838045239,0.42161954761,-1,0.04999999999999999,0.09000000000000002,10.02013522479367
16000,Live Phone,false,Peter Hart (D)|Bill McInturff (R),Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),3.43,likely voters,816,US,0.47,0.47,-1,0.03,0,10
15997,Automated Phone,true,Public Policy Polling (D),Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4,likely voters,800,FL,0.47,0.48,-1,0.04,-0.010000000000000009,5.010344528239843
15996,Internet,false,Ipsos,Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),5,likely voters,1368,US,0.46,0.45,-1,0.06,0.010000000000000009,10.040427879183545
15995,Live Phone,true,Grove Insight,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,FL,0.48,0.45,-1,0.06,0.02999999999999997,5.041013462177886
15994,Live Phone,true,Grove Insight,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,WI,0.47,0.44,-1,0.08,0.02999999999999997,5.041013462177886
15993,Automated Phone,true,Public Policy Polling (D),Thu Oct 18 2012 19:00:00 GMT-0500 (CDT),4.3,likely voters,523,OH,0.49,0.48,-1,0.03,0.010000000000000009,5.010344528239843
15987,Live Phone,false,CVOTER International,Sun Oct 14 2012 07:00:00 GMT-0500 (CDT),4.5,likely voters,1254,US,0.46,0.48,-1,0.06000000000000005,-0.019999999999999962,9.944686867789962
15986,Live Phone,true,Tel Opinion Research,Fri Oct 12 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,NC,0.45,0.49,-1,0.06000000000000005,-0.03999999999999998,4.988646159467714
15982,Live Phone,false,Stockton Polling Institute,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),3.5,likely voters,811,NJ,0.53,0.38,-1,0.08999999999999997,0.15000000000000002,9.75586943715266
15981,Automated Phone,false,Gravis Marketing,Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),2.2,likely voters,1943,OH,0.47559266329,0.46440733670999995,-1,0.06,0,9.95467557898291
15980,Automated Phone,true,Public Policy Polling (D),Thu Oct 18 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,VA,0.49,0.47,-1,0.04,0.020000000000000018,5.010344528239843
15976,Automated Phone,true,Public Policy Polling (D),Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),2.8,likely voters,1200,US,0.49,0.47,-1,0.04,0.020000000000000018,5.010344528239843
15975,IVR/Online,false,SurveyUSA,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4.2,registered voters,577,NJ,0.54,0.4,-1,0.04,0.14,7.559429501294618
15974,Internet,true,JZ Analytics,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),3.4,likely voters,842,FL,0.48298716426,0.41701283574,-1,0.1,0.06,4.93988360738469
15973,IVR/Online,false,SurveyUSA,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4.1,likely voters,600,FL,0.47,0.46,-1,0.05,0.009999999999999953,10.07923933505949
15972,Automated Phone,false,Rasmussen Reports,Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),4,likely voters,750,VA,0.4849082911,0.4850917089,-1,0.02,-0.030000000000000027,9.929529507955671
15971,Automated Phone,false,Rasmussen Reports,Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),4,likely voters,750,FL,0.4749082911,0.4950917089,-1,0.02,-0.04999999999999999,9.929529507955671
15970,Live Phone,false,Anderson Robbins Research|Shaw & Company Research,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),3,likely voters,1131,OH,0.46,0.43,-1,0.09,0.030000000000000027,10.062202536262317
15969,Live Phone,false,Anderson Robbins Research|Shaw & Company Research,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),3,likely voters,1215,FL,0.45,0.48,-1,0.06,-0.02999999999999997,10.062202536262317
15966,Live Phone,false,Opinion Research Corporation,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4,likely voters,681,FL,0.48,0.49,-1,0.01,-0.010000000000000009,10
15965,Automated Phone,false,Gravis Marketing,Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),3.4,likely voters,805,US,0.44559266329,0.45440733671,-1,0.1,-0.020000000000000018,9.95467557898291
15964,Automated Phone,true,Public Policy Polling (D),Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1036,NH,0.48,0.49,-1,0.03,-0.010000000000000009,5.010344528239843
15963,Automated Phone,true,Public Policy Polling (D),Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),3.3,likely voters,869,IA,0.48,0.49,-1,0.04,-0.010000000000000009,5.010344528239843
15960,Automated Phone,false,Rasmussen Reports,Wed Oct 17 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,WI,0.5149082911,0.46509170889999996,-1,0,0.020000000000000018,9.929529507955671
15958,Live Phone,true,The Mellman Group (D),Mon Oct 15 2012 19:00:00 GMT-0500 (CDT),4,likely voters,600,NV,0.49859180331,0.44140819669,-1,0.06,0.08000000000000002,4.993171639600029
15957,Live Phone,true,Grove Insight,Wed Oct 17 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,NC,0.47,0.44,-1,0.09000000000000002,0.02999999999999997,5.041013462177886
15956,Automated Phone,true,Public Policy Polling (D),Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),2.8,likely voters,1222,DC,0.88,0.08,-1,0.039999999999999994,0.8,5.010344528239843
15952,Live Phone,false,University of New Hampshire,Sat Oct 13 2012 07:00:00 GMT-0500 (CDT),3,likely voters,1023,US,0.46841179848,0.46158820152,-1,0.06,0.02999999999999997,10.018382487715456
15948,Live Phone,false,Princeton Survey Research Associates International,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),5.1,likely voters,508,CA,0.53,0.38,0.02,0.04,0.15000000000000002,10.021310566102903
15947,Automated Phone,false,Rasmussen Reports,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,MO,0.44490829109999996,0.5250917089,-1,0.03,-0.11000000000000004,9.929529507955671
15944,Automated Phone,false,Rasmussen Reports,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1500,US,0.4949082911,0.46509170889999996,-1,0.040000000000000036,0,9.929529507955671
15941,IVR/Online,false,SurveyUSA,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),4.2,likely voters,579,OR,0.49,0.42,-1,0.05,0.07,10.07923933505949
15940,Automated Phone,true,Susquehanna Polling & Research,Thu Oct 11 2012 19:00:00 GMT-0500 (CDT),2.64,likely voters,1376,PA,0.45,0.49,0.02,0.02,-0.03999999999999998,4.990714574202531
15939,Live Phone,false,Marist College,Mon Oct 15 2012 19:00:00 GMT-0500 (CDT),2.9,likely voters,1137,IA,0.51170895636,0.42829104364,-1,0.04,0.08000000000000002,10.076076539739766
15938,Live Phone,false,Marist College,Mon Oct 15 2012 19:00:00 GMT-0500 (CDT),3.1,likely voters,1013,WI,0.51170895636,0.44829104364,-1,0.03,0.06,10.076076539739766
15936,Live Phone,false,Washington Poll,Mon Oct 08 2012 07:00:00 GMT-0500 (CDT),3.9,likely voters,644,WA,0.52,0.43,0.01,0.03,0.09000000000000002,9.75586943715266
15934,Automated Phone,false,EPIC-MRA,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),3.5,likely voters,800,MI,0.52,0.46,-1,0.02,0.06,10.021416641134294
15931,Automated Phone,true,Public Policy Polling (D),Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),3.1,likely voters,1000,CO,0.5,0.47,-1,0.03,0.030000000000000027,5.010344528239843
15929,Live Phone,true,Denno Noor Research (D),Tue Oct 09 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,MI,0.44,0.41,-1,0.13,0.030000000000000027,4.87793471857633
15928,Automated Phone,true,Public Policy Polling (D),Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),3.1,likely voters,1015,CT,0.53,0.44,-1,0.04,0.09000000000000002,5.010344528239843
15923,Automated Phone,true,Public Policy Polling (D),Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),3.6,likely voters,733,VA,0.49,0.48,-1,0.030000000000000027,0.010000000000000009,5.010344528239843
15919,IVR/Online,false,SurveyUSA,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),4.3,likely voters,550,MN,0.5,0.4,-1,0.06,0.09999999999999998,10.07923933505949
15918,Automated Phone,false,Rasmussen Reports,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,NC,0.4749082911,0.5050917089,-1,0.01,-0.06,9.929529507955671
15913,Automated Phone,true,Public Policy Polling (D),Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),5,likely voters,574,WA,0.5,0.45,-1,0.04,0.04999999999999999,5.010344528239843
15912,Live Phone,false,University of Connecticut|Hartford Courant,Sat Oct 13 2012 07:00:00 GMT-0500 (CDT),4,likely voters,574,CT,0.51,0.37,-1,0.12,0.14,10.025483339020616
15911,Live Phone,true,Grove Insight,Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,NV,0.5,0.43,-1,0.04,0.07,5.041013462177886
15908,Automated Phone,false,Rasmussen Reports,Tue Oct 16 2012 19:00:00 GMT-0500 (CDT),4,likely voters,750,OH,0.5049082911,0.46509170889999996,-1,0.02,0.010000000000000009,9.929529507955671
15905,IVR/Online,false,SurveyUSA,Sat Oct 13 2012 07:00:00 GMT-0500 (CDT),4,likely voters,613,OH,0.45,0.42,-1,0.09,0.030000000000000027,10.07923933505949
15898,Automated Phone,true,Public Policy Polling (D),Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),3.7,likely voters,709,MA,0.57,0.39,-1,0.040000000000000036,0.17999999999999994,5.010344528239843
15897,Live Phone,true,Grove Insight,Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),4.4,likely voters,500,CO,0.47,0.44,-1,0.07,0.02999999999999997,5.041013462177886
15896,Automated Phone,true,Public Policy Polling (D),Mon Oct 15 2012 07:00:00 GMT-0500 (CDT),3.5,likely voters,806,MT,0.43,0.53,-1,0.04,-0.10000000000000003,5.010344528239843
15886,Live Phone,false,Marquette,Fri Oct 12 2012 07:00:00 GMT-0500 (CDT),3.4,likely voters,870,WI,0.49,0.48,-1,0.02,0.010000000000000009,10.057153209119827
15884,Automated Phone,false,Rasmussen Reports,Sat Oct 13 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,WA,0.5649082911000001,0.4050917089,-1,0.01,0.13000000000000006,9.929529507955671
15879,Automated Phone,false,Rasmussen Reports,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,NV,0.5149082911,0.45509170889999995,-1,0.01,0.030000000000000027,9.929529507955671
15874,Mixed,false,SurveyUSA,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),3.5,likely voters,806,NV,0.48,0.45,-1,0.03,0.02999999999999997,10.07923933505949
15873,Internet,false,YouGov,Sat Oct 13 2012 19:00:00 GMT-0500 (CDT),5,likely voters,826,US,0.45901514411,0.47098485589,-1,0.03,0.009999999999999953,9.959255504555045
15872,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.5,likely voters,957,TX,0.39901514411,0.56098485589,-1,0.02,-0.14000000000000007,9.959255504555045
15871,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5,likely voters,484,TN,0.41901514411,0.53098485589,-1,0.04,-0.09000000000000002,9.959255504555045
15870,Live Phone,true,Neighborhood Research (R),Thu Oct 11 2012 19:00:00 GMT-0500 (CDT),3.5,likely voters,783,NJ,0.48051290332999996,0.40948709667,-1,0.11000000000000004,0.07,4.940776047335531
15869,Live Phone,false,Siena College,Mon Oct 08 2012 19:00:00 GMT-0500 (CDT),4.2,likely voters,552,CT,0.53,0.38,-1,0.07,0.15000000000000002,10.083979823835731
15868,Automated Phone,false,Rasmussen Reports,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,NH,0.5149082911,0.47509170889999996,-1,0.01,0.010000000000000009,9.929529507955671
15867,Automated Phone,false,Rasmussen Reports,Sat Oct 13 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,MT,0.4649082911,0.5150917089,-1,0.01,-0.08000000000000002,9.929529507955671
15864,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.9,likely voters,546,MO,0.40901514411,0.53098485589,-1,0.04,-0.10000000000000003,9.959255504555045
15863,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5.6,likely voters,494,IN,0.39901514411,0.54098485589,-1,0.03,-0.12000000000000005,9.959255504555045
15862,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.5,likely voters,776,GA,0.42901514411,0.53098485589,-1,0.03,-0.08000000000000002,9.959255504555045
15861,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5.4,likely voters,469,AZ,0.41901514411,0.53098485589,-1,0.03,-0.09000000000000002,9.959255504555045
15860,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.2,likely voters,683,MN,0.50901514411,0.45098485589,-1,0.03,0.08000000000000002,9.959255504555045
15859,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5.5,likely voters,434,CT,0.51901514411,0.40098485589,-1,0.05,0.14,9.959255504555045
15858,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5,likely voters,966,PA,0.49901514411000003,0.45098485589,-1,0.04,0.07,9.959255504555045
15857,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),3.9,likely voters,895,MI,0.50901514411,0.43098485588999996,-1,0.04,0.10000000000000003,9.959255504555045
15856,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5,likely voters,1403,NY,0.57901514411,0.36098485588999996,-1,0.04,0.24,9.959255504555045
15855,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.8,likely voters,851,OH,0.48901514411,0.47098485589,-1,0.02,0.03999999999999998,9.959255504555045
15854,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.9,likely voters,669,MA,0.5390151441100001,0.37098485588999996,-1,0.05,0.19000000000000006,9.959255504555045
15853,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),6.7,likely voters,358,NV,0.48901514411,0.46098485589,-1,0.03,0.04999999999999999,9.959255504555045
15852,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5.2,likely voters,498,MD,0.56901514411,0.38098485589,-1,0.04,0.20999999999999996,9.959255504555045
15851,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),3.9,likely voters,849,IL,0.56901514411,0.39098485589,-1,0.03,0.19999999999999996,9.959255504555045
15850,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5,likely voters,638,WI,0.49901514411000003,0.48098485588999995,-1,0.02,0.040000000000000036,9.959255504555045
15849,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),3.5,likely voters,1169,CA,0.56901514411,0.40098485589,-1,0.01,0.18999999999999995,9.959255504555045
15848,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5.1,likely voters,545,IA,0.48901514411,0.47098485589,-1,0.03,0.03999999999999998,9.959255504555045
15847,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.3,likely voters,747,WA,0.5490151441100001,0.40098485589,-1,0.03,0.17000000000000004,9.959255504555045
15846,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4.1,likely voters,770,NJ,0.5290151441100001,0.42098485588999995,-1,0.03,0.13000000000000006,9.959255504555045
15845,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5,likely voters,742,VA,0.44901514411000004,0.46098485589,-1,0.06,0.010000000000000009,9.959255504555045
15844,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),4,likely voters,1244,FL,0.46901514411,0.48098485588999995,-1,0.02,0.010000000000000009,9.959255504555045
15843,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),3.9,likely voters,810,NC,0.46901514411,0.50098485589,-1,0.02,-0.010000000000000009,9.959255504555045
15842,Internet,false,YouGov,Sun Oct 07 2012 07:00:00 GMT-0500 (CDT),5.3,likely voters,527,CO,0.46901514411,0.46098485589,-1,0.05,0.02999999999999997,9.959255504555045
15834,IVR/Online,false,SurveyUSA,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),4.3,likely voters,543,WA,0.54,0.4,-1,0.03,0.14,10.07923933505949
15832,Live Phone,false,TIPP,Fri Oct 12 2012 07:00:00 GMT-0500 (CDT),3.5,likely voters,931,US,0.47246591686999995,0.45753408313000005,-1,0.05,0.009999999999999953,10.036335904618687
15831,Automated Phone,false,Rasmussen Reports,Tue Oct 09 2012 19:00:00 GMT-0500 (CDT),4.5,likely voters,500,MA,0.5849082911,0.4050917089,-1,0.01,0.14999999999999997,9.929529507955671
15830,Mixed,false,Rasmussen Reports,Wed Oct 10 2012 07:00:00 GMT-0500 (CDT),4,likely voters,600,IN,0.42490829109999995,0.5250917089,-1,0.04,-0.13000000000000006,9.929529507955671
15826,Live Phone,false,Mason-Dixon,Mon Oct 08 2012 19:00:00 GMT-0500 (CDT),4,likely voters,625,ID,0.27465456188000004,0.62534543812,0.03,0.06,-0.36,10.021571462494395
15824,Automated Phone,true,Public Policy Polling (D),Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),2.5,likely voters,1600,US,0.46,0.5,-1,0.04,-0.03999999999999998,5.010344528239843
15822,Automated Phone,false,We Ask America,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),2.6,likely voters,1499,IA,0.49416500926,0.45583499074,0.01,0.04,0.02999999999999997,9.91547208572834
15821,Automated Phone,false,We Ask America,Sun Oct 14 2012 19:00:00 GMT-0500 (CDT),2.9,likely voters,1206,CO,0.47416500926,0.47583499073999996,0.01,0.04,-0.010000000000000009,9.91547208572834
15819,Live Phone,false,Quinnipiac University,Thu Oct 11 2012 19:00:00 GMT-0500 (CDT),2.7,likely voters,1319,NJ,0.51158057451,0.42841942549,-1,0.05,0.08000000000000002,10.055486705848685
15818,Live Phone,false,Quinnipiac University,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),2.5,likely voters,1519,PA,0.50158057451,0.45841942549000003,-1,0.03,0.03999999999999998,10.055486705848685
15817,Automated Phone,false,Rasmussen Reports,Sat Oct 13 2012 19:00:00 GMT-0500 (CDT),3,likely voters,1500,US,0.4849082911,0.47509170889999996,-1,0.040000000000000036,-0.020000000000000018,9.929529507955671
15815,Live Phone,false,Suffolk University,Fri Oct 12 2012 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,NH,0.46767896891,0.47232103108999995,-1,0.04,0,9.98552599156453
